country,country_code,year_week,source,new_cases,number_sequenced,percent_cases_sequenced,valid_denominator,variant,number_detections_variant,number_sequenced_known_variant,percent_variant
Luxembourg,LU,2021-41,GISAID,971,398,41.0,Yes,B.1.617.2,398,398,100.0
Luxembourg,LU,2021-41,GISAID,971,398,41.0,Yes,B.1.617.3,0,398,0.0
Luxembourg,LU,2021-41,GISAID,971,398,41.0,Yes,B.1.620,0,398,0.0
Luxembourg,LU,2021-41,GISAID,971,398,41.0,Yes,B.1.621,0,398,0.0
Luxembourg,LU,2021-41,GISAID,971,398,41.0,Yes,B.1.640,0,398,0.0
Luxembourg,LU,2021-41,GISAID,971,398,41.0,Yes,C.1.2,0,398,0.0
Luxembourg,LU,2021-41,GISAID,971,398,41.0,Yes,C.37,0,398,0.0
Luxembourg,LU,2021-41,GISAID,971,398,41.0,Yes,P.1,0,398,0.0
Luxembourg,LU,2021-41,GISAID,971,398,41.0,Yes,P.3,0,398,0.0
Luxembourg,LU,2021-41,GISAID,971,398,41.0,Yes,UNK,0,,
Luxembourg,LU,2021-41,GISAID,971,398,41.0,Yes,Other,0,398,0.0
Luxembourg,LU,2021-42,GISAID,1180,420,35.6,Yes,AT.1,0,420,0.0
Luxembourg,LU,2021-42,GISAID,1180,420,35.6,Yes,AY.4.2,2,420,0.5
Luxembourg,LU,2021-42,GISAID,1180,420,35.6,Yes,B.1.1.529,0,420,0.0
Luxembourg,LU,2021-42,GISAID,1180,420,35.6,Yes,B.1.1.7,0,420,0.0
Luxembourg,LU,2021-42,GISAID,1180,420,35.6,Yes,B.1.1.7+E484K,0,420,0.0
Luxembourg,LU,2021-42,GISAID,1180,420,35.6,Yes,B.1.351,0,420,0.0
Luxembourg,LU,2021-42,GISAID,1180,420,35.6,Yes,B.1.427/B.1.429,0,420,0.0
Luxembourg,LU,2021-42,GISAID,1180,420,35.6,Yes,B.1.525,0,420,0.0
Luxembourg,LU,2021-42,GISAID,1180,420,35.6,Yes,B.1.526,0,420,0.0
Luxembourg,LU,2021-42,GISAID,1180,420,35.6,Yes,B.1.616,0,420,0.0
Luxembourg,LU,2021-42,GISAID,1180,420,35.6,Yes,B.1.617,0,420,0.0
Luxembourg,LU,2021-42,GISAID,1180,420,35.6,Yes,B.1.617.1,0,420,0.0
Luxembourg,LU,2021-42,GISAID,1180,420,35.6,Yes,B.1.617.2,418,420,99.5
Luxembourg,LU,2021-42,GISAID,1180,420,35.6,Yes,B.1.617.3,0,420,0.0
Luxembourg,LU,2021-42,GISAID,1180,420,35.6,Yes,B.1.620,0,420,0.0
Luxembourg,LU,2021-42,GISAID,1180,420,35.6,Yes,B.1.621,0,420,0.0
Luxembourg,LU,2021-42,GISAID,1180,420,35.6,Yes,B.1.640,0,420,0.0
Luxembourg,LU,2021-42,GISAID,1180,420,35.6,Yes,C.1.2,0,420,0.0
Luxembourg,LU,2021-42,GISAID,1180,420,35.6,Yes,C.37,0,420,0.0
Luxembourg,LU,2021-42,GISAID,1180,420,35.6,Yes,P.1,0,420,0.0
Luxembourg,LU,2021-42,GISAID,1180,420,35.6,Yes,P.3,0,420,0.0
Luxembourg,LU,2021-42,GISAID,1180,420,35.6,Yes,UNK,0,,
Luxembourg,LU,2021-42,GISAID,1180,420,35.6,Yes,Other,0,420,0.0
Luxembourg,LU,2021-43,GISAID,1311,378,28.8,Yes,AT.1,0,378,0.0
Luxembourg,LU,2021-43,GISAID,1311,378,28.8,Yes,AY.4.2,2,378,0.5
Luxembourg,LU,2021-43,GISAID,1311,378,28.8,Yes,B.1.1.529,0,378,0.0
Luxembourg,LU,2021-43,GISAID,1311,378,28.8,Yes,B.1.1.7,0,378,0.0
Luxembourg,LU,2021-43,GISAID,1311,378,28.8,Yes,B.1.1.7+E484K,0,378,0.0
Luxembourg,LU,2021-43,GISAID,1311,378,28.8,Yes,B.1.351,0,378,0.0
Luxembourg,LU,2021-43,GISAID,1311,378,28.8,Yes,B.1.427/B.1.429,0,378,0.0
Luxembourg,LU,2021-43,GISAID,1311,378,28.8,Yes,B.1.525,0,378,0.0
Luxembourg,LU,2021-43,GISAID,1311,378,28.8,Yes,B.1.526,0,378,0.0
Luxembourg,LU,2021-43,GISAID,1311,378,28.8,Yes,B.1.616,0,378,0.0
Luxembourg,LU,2021-43,GISAID,1311,378,28.8,Yes,B.1.617,0,378,0.0
Luxembourg,LU,2021-43,GISAID,1311,378,28.8,Yes,B.1.617.1,0,378,0.0
Luxembourg,LU,2021-43,GISAID,1311,378,28.8,Yes,B.1.617.2,376,378,99.5
Luxembourg,LU,2021-43,GISAID,1311,378,28.8,Yes,B.1.617.3,0,378,0.0
Luxembourg,LU,2021-43,GISAID,1311,378,28.8,Yes,B.1.620,0,378,0.0
Luxembourg,LU,2021-43,GISAID,1311,378,28.8,Yes,B.1.621,0,378,0.0
Luxembourg,LU,2021-43,GISAID,1311,378,28.8,Yes,B.1.640,0,378,0.0
Luxembourg,LU,2021-43,GISAID,1311,378,28.8,Yes,C.1.2,0,378,0.0
Luxembourg,LU,2021-43,GISAID,1311,378,28.8,Yes,C.37,0,378,0.0
Luxembourg,LU,2021-43,GISAID,1311,378,28.8,Yes,P.1,0,378,0.0
Luxembourg,LU,2021-43,GISAID,1311,378,28.8,Yes,P.3,0,378,0.0
Luxembourg,LU,2021-43,GISAID,1311,378,28.8,Yes,UNK,0,,
Luxembourg,LU,2021-43,GISAID,1311,378,28.8,Yes,Other,0,378,0.0
Luxembourg,LU,2021-44,GISAID,1425,410,28.8,Yes,AT.1,0,410,0.0
Luxembourg,LU,2021-44,GISAID,1425,410,28.8,Yes,AY.4.2,0,410,0.0
Luxembourg,LU,2021-44,GISAID,1425,410,28.8,Yes,B.1.1.529,0,410,0.0
Luxembourg,LU,2021-44,GISAID,1425,410,28.8,Yes,B.1.1.7,0,410,0.0
Luxembourg,LU,2021-44,GISAID,1425,410,28.8,Yes,B.1.1.7+E484K,0,410,0.0
Luxembourg,LU,2021-44,GISAID,1425,410,28.8,Yes,B.1.351,0,410,0.0
Luxembourg,LU,2021-44,GISAID,1425,410,28.8,Yes,B.1.427/B.1.429,0,410,0.0
Luxembourg,LU,2021-44,GISAID,1425,410,28.8,Yes,B.1.525,0,410,0.0
Luxembourg,LU,2021-44,GISAID,1425,410,28.8,Yes,B.1.526,0,410,0.0
Luxembourg,LU,2021-44,GISAID,1425,410,28.8,Yes,B.1.616,0,410,0.0
Luxembourg,LU,2021-44,GISAID,1425,410,28.8,Yes,B.1.617,0,410,0.0
Luxembourg,LU,2021-44,GISAID,1425,410,28.8,Yes,B.1.617.1,0,410,0.0
Luxembourg,LU,2021-44,GISAID,1425,410,28.8,Yes,B.1.617.2,410,410,100.0
Luxembourg,LU,2021-44,GISAID,1425,410,28.8,Yes,B.1.617.3,0,410,0.0
Luxembourg,LU,2021-44,GISAID,1425,410,28.8,Yes,B.1.620,0,410,0.0
Luxembourg,LU,2021-44,GISAID,1425,410,28.8,Yes,B.1.621,0,410,0.0
Luxembourg,LU,2021-44,GISAID,1425,410,28.8,Yes,B.1.640,0,410,0.0
Luxembourg,LU,2021-44,GISAID,1425,410,28.8,Yes,C.1.2,0,410,0.0
Luxembourg,LU,2021-44,GISAID,1425,410,28.8,Yes,C.37,0,410,0.0
Luxembourg,LU,2021-44,GISAID,1425,410,28.8,Yes,P.1,0,410,0.0
Luxembourg,LU,2021-44,GISAID,1425,410,28.8,Yes,P.3,0,410,0.0
Luxembourg,LU,2021-44,GISAID,1425,410,28.8,Yes,UNK,0,,
Luxembourg,LU,2021-44,GISAID,1425,410,28.8,Yes,Other,0,410,0.0
Luxembourg,LU,2021-45,GISAID,1701,359,21.1,Yes,AT.1,0,360,0.0
Luxembourg,LU,2021-45,GISAID,1701,359,21.1,Yes,AY.4.2,2,360,0.6
Luxembourg,LU,2021-45,GISAID,1701,359,21.1,Yes,B.1.1.529,0,360,0.0
Luxembourg,LU,2021-45,GISAID,1701,359,21.1,Yes,B.1.1.7,0,360,0.0
Luxembourg,LU,2021-45,GISAID,1701,359,21.1,Yes,B.1.1.7+E484K,0,360,0.0
Luxembourg,LU,2021-45,GISAID,1701,359,21.1,Yes,B.1.351,0,360,0.0
Luxembourg,LU,2021-45,GISAID,1701,359,21.1,Yes,B.1.427/B.1.429,0,360,0.0
Luxembourg,LU,2021-45,GISAID,1701,359,21.1,Yes,B.1.525,0,360,0.0
Luxembourg,LU,2021-45,GISAID,1701,359,21.1,Yes,B.1.526,0,360,0.0
Luxembourg,LU,2021-45,GISAID,1701,359,21.1,Yes,B.1.616,0,360,0.0
Luxembourg,LU,2021-45,GISAID,1701,359,21.1,Yes,B.1.617,0,360,0.0
Luxembourg,LU,2021-45,GISAID,1701,359,21.1,Yes,B.1.617.1,0,360,0.0
Luxembourg,LU,2021-45,GISAID,1701,359,21.1,Yes,B.1.617.2,358,360,99.4
Luxembourg,LU,2021-45,GISAID,1701,359,21.1,Yes,B.1.617.3,0,360,0.0
Luxembourg,LU,2021-45,GISAID,1701,359,21.1,Yes,B.1.620,0,360,0.0
Luxembourg,LU,2021-45,GISAID,1701,359,21.1,Yes,B.1.621,0,360,0.0
Luxembourg,LU,2021-45,GISAID,1701,359,21.1,Yes,B.1.640,0,360,0.0
Luxembourg,LU,2021-45,GISAID,1701,359,21.1,Yes,C.1.2,0,360,0.0
Luxembourg,LU,2021-45,GISAID,1701,359,21.1,Yes,C.37,0,360,0.0
Luxembourg,LU,2021-45,GISAID,1701,359,21.1,Yes,P.1,0,360,0.0
Luxembourg,LU,2021-45,GISAID,1701,359,21.1,Yes,P.3,0,360,0.0
Luxembourg,LU,2021-45,GISAID,1701,359,21.1,Yes,UNK,0,,
Luxembourg,LU,2021-45,GISAID,1701,359,21.1,Yes,Other,0,360,0.0
Luxembourg,LU,2021-46,GISAID,2169,457,21.1,Yes,AT.1,0,460,0.0
Luxembourg,LU,2021-46,GISAID,2169,457,21.1,Yes,AY.4.2,6,460,1.3
Luxembourg,LU,2021-46,GISAID,2169,457,21.1,Yes,B.1.1.529,0,460,0.0
Luxembourg,LU,2021-46,GISAID,2169,457,21.1,Yes,B.1.1.7,0,460,0.0
Luxembourg,LU,2021-46,GISAID,2169,457,21.1,Yes,B.1.1.7+E484K,0,460,0.0
Luxembourg,LU,2021-46,GISAID,2169,457,21.1,Yes,B.1.351,0,460,0.0
Luxembourg,LU,2021-46,GISAID,2169,457,21.1,Yes,B.1.427/B.1.429,0,460,0.0
Luxembourg,LU,2021-46,GISAID,2169,457,21.1,Yes,B.1.525,0,460,0.0
Luxembourg,LU,2021-46,GISAID,2169,457,21.1,Yes,B.1.526,0,460,0.0
Luxembourg,LU,2021-46,GISAID,2169,457,21.1,Yes,B.1.616,0,460,0.0
Luxembourg,LU,2021-46,GISAID,2169,457,21.1,Yes,B.1.617,0,460,0.0
Luxembourg,LU,2021-46,GISAID,2169,457,21.1,Yes,B.1.617.1,0,460,0.0
Luxembourg,LU,2021-46,GISAID,2169,457,21.1,Yes,B.1.617.2,454,460,98.7
Luxembourg,LU,2021-46,GISAID,2169,457,21.1,Yes,B.1.617.3,0,460,0.0
Luxembourg,LU,2021-46,GISAID,2169,457,21.1,Yes,B.1.620,0,460,0.0
Luxembourg,LU,2021-46,GISAID,2169,457,21.1,Yes,B.1.621,0,460,0.0
Luxembourg,LU,2021-46,GISAID,2169,457,21.1,Yes,B.1.640,0,460,0.0
Luxembourg,LU,2021-46,GISAID,2169,457,21.1,Yes,C.1.2,0,460,0.0
Luxembourg,LU,2021-46,GISAID,2169,457,21.1,Yes,C.37,0,460,0.0
Luxembourg,LU,2021-46,GISAID,2169,457,21.1,Yes,P.1,0,460,0.0
Luxembourg,LU,2021-46,GISAID,2169,457,21.1,Yes,P.3,0,460,0.0
Luxembourg,LU,2021-46,GISAID,2169,457,21.1,Yes,UNK,0,,
Luxembourg,LU,2021-46,GISAID,2169,457,21.1,Yes,Other,0,460,0.0
Luxembourg,LU,2021-47,GISAID,2491,590,23.7,Yes,AT.1,0,594,0.0
Luxembourg,LU,2021-47,GISAID,2491,590,23.7,Yes,AY.4.2,10,594,1.7
Luxembourg,LU,2021-47,GISAID,2491,590,23.7,Yes,B.1.1.529,0,594,0.0
Luxembourg,LU,2021-47,GISAID,2491,590,23.7,Yes,B.1.1.7,0,594,0.0
Luxembourg,LU,2021-47,GISAID,2491,590,23.7,Yes,B.1.1.7+E484K,0,594,0.0
Luxembourg,LU,2021-47,GISAID,2491,590,23.7,Yes,B.1.351,0,594,0.0
Luxembourg,LU,2021-47,GISAID,2491,590,23.7,Yes,B.1.427/B.1.429,0,594,0.0
Luxembourg,LU,2021-47,GISAID,2491,590,23.7,Yes,B.1.525,0,594,0.0
Luxembourg,LU,2021-47,GISAID,2491,590,23.7,Yes,B.1.526,0,594,0.0
Luxembourg,LU,2021-47,GISAID,2491,590,23.7,Yes,B.1.616,0,594,0.0
Luxembourg,LU,2021-47,GISAID,2491,590,23.7,Yes,B.1.617,0,594,0.0
Luxembourg,LU,2021-47,GISAID,2491,590,23.7,Yes,B.1.617.1,0,594,0.0
Luxembourg,LU,2021-47,GISAID,2491,590,23.7,Yes,B.1.617.2,584,594,98.3
Luxembourg,LU,2021-47,GISAID,2491,590,23.7,Yes,B.1.617.3,0,594,0.0
Luxembourg,LU,2021-47,GISAID,2491,590,23.7,Yes,B.1.620,0,594,0.0
Luxembourg,LU,2021-47,GISAID,2491,590,23.7,Yes,B.1.621,0,594,0.0
Luxembourg,LU,2021-47,GISAID,2491,590,23.7,Yes,B.1.640,0,594,0.0
Luxembourg,LU,2021-47,GISAID,2491,590,23.7,Yes,C.1.2,0,594,0.0
Luxembourg,LU,2021-47,GISAID,2491,590,23.7,Yes,C.37,0,594,0.0
Luxembourg,LU,2021-47,GISAID,2491,590,23.7,Yes,P.1,0,594,0.0
Luxembourg,LU,2021-47,GISAID,2491,590,23.7,Yes,P.3,0,594,0.0
Luxembourg,LU,2021-47,GISAID,2491,590,23.7,Yes,UNK,0,,
Luxembourg,LU,2021-47,GISAID,2491,590,23.7,Yes,Other,0,594,0.0
Luxembourg,LU,2021-48,GISAID,2782,646,23.2,Yes,AT.1,0,651,0.0
Luxembourg,LU,2021-48,GISAID,2782,646,23.2,Yes,AY.4.2,10,651,1.5
Luxembourg,LU,2021-48,GISAID,2782,646,23.2,Yes,B.1.1.529,0,651,0.0
Luxembourg,LU,2021-48,GISAID,2782,646,23.2,Yes,B.1.1.7,0,651,0.0
Luxembourg,LU,2021-48,GISAID,2782,646,23.2,Yes,B.1.1.7+E484K,0,651,0.0
Luxembourg,LU,2021-48,GISAID,2782,646,23.2,Yes,B.1.351,0,651,0.0
Luxembourg,LU,2021-48,GISAID,2782,646,23.2,Yes,B.1.427/B.1.429,0,651,0.0
Luxembourg,LU,2021-48,GISAID,2782,646,23.2,Yes,B.1.525,0,651,0.0
Luxembourg,LU,2021-48,GISAID,2782,646,23.2,Yes,B.1.526,0,651,0.0
Luxembourg,LU,2021-48,GISAID,2782,646,23.2,Yes,B.1.616,0,651,0.0
Luxembourg,LU,2021-48,GISAID,2782,646,23.2,Yes,B.1.617,0,651,0.0
Luxembourg,LU,2021-48,GISAID,2782,646,23.2,Yes,B.1.617.1,0,651,0.0
Luxembourg,LU,2021-48,GISAID,2782,646,23.2,Yes,B.1.617.2,641,651,98.5
Luxembourg,LU,2021-48,GISAID,2782,646,23.2,Yes,B.1.617.3,0,651,0.0
Luxembourg,LU,2021-48,GISAID,2782,646,23.2,Yes,B.1.620,0,651,0.0
Luxembourg,LU,2021-48,GISAID,2782,646,23.2,Yes,B.1.621,0,651,0.0
Luxembourg,LU,2021-48,GISAID,2782,646,23.2,Yes,B.1.640,0,651,0.0
Luxembourg,LU,2021-48,GISAID,2782,646,23.2,Yes,C.1.2,0,651,0.0
Luxembourg,LU,2021-48,GISAID,2782,646,23.2,Yes,C.37,0,651,0.0
Luxembourg,LU,2021-48,GISAID,2782,646,23.2,Yes,P.1,0,651,0.0
Luxembourg,LU,2021-48,GISAID,2782,646,23.2,Yes,P.3,0,651,0.0
Luxembourg,LU,2021-48,GISAID,2782,646,23.2,Yes,UNK,0,,
Luxembourg,LU,2021-48,GISAID,2782,646,23.2,Yes,Other,0,651,0.0
Luxembourg,LU,2021-49,GISAID,2654,505,19.0,Yes,AT.1,0,510,0.0
Luxembourg,LU,2021-49,GISAID,2654,505,19.0,Yes,AY.4.2,8,510,1.6
Luxembourg,LU,2021-49,GISAID,2654,505,19.0,Yes,B.1.1.529,4,510,0.8
Luxembourg,LU,2021-49,GISAID,2654,505,19.0,Yes,B.1.1.7,0,510,0.0
Luxembourg,LU,2021-49,GISAID,2654,505,19.0,Yes,B.1.1.7+E484K,0,510,0.0
Luxembourg,LU,2021-49,GISAID,2654,505,19.0,Yes,B.1.351,0,510,0.0
Luxembourg,LU,2021-49,GISAID,2654,505,19.0,Yes,B.1.427/B.1.429,0,510,0.0
Luxembourg,LU,2021-49,GISAID,2654,505,19.0,Yes,B.1.525,0,510,0.0
Luxembourg,LU,2021-49,GISAID,2654,505,19.0,Yes,B.1.526,0,510,0.0
Luxembourg,LU,2021-49,GISAID,2654,505,19.0,Yes,B.1.616,0,510,0.0
Luxembourg,LU,2021-49,GISAID,2654,505,19.0,Yes,B.1.617,0,510,0.0
Luxembourg,LU,2021-49,GISAID,2654,505,19.0,Yes,B.1.617.1,0,510,0.0
Luxembourg,LU,2021-49,GISAID,2654,505,19.0,Yes,B.1.617.2,498,510,97.6
Luxembourg,LU,2021-49,GISAID,2654,505,19.0,Yes,B.1.617.3,0,510,0.0
Luxembourg,LU,2021-49,GISAID,2654,505,19.0,Yes,B.1.620,0,510,0.0
Luxembourg,LU,2021-49,GISAID,2654,505,19.0,Yes,B.1.621,0,510,0.0
Luxembourg,LU,2021-49,GISAID,2654,505,19.0,Yes,B.1.640,0,510,0.0
Luxembourg,LU,2021-49,GISAID,2654,505,19.0,Yes,C.1.2,0,510,0.0
Luxembourg,LU,2021-49,GISAID,2654,505,19.0,Yes,C.37,0,510,0.0
Luxembourg,LU,2021-49,GISAID,2654,505,19.0,Yes,P.1,0,510,0.0
Luxembourg,LU,2021-49,GISAID,2654,505,19.0,Yes,P.3,0,510,0.0
Luxembourg,LU,2021-49,GISAID,2654,505,19.0,Yes,UNK,0,,
Luxembourg,LU,2021-49,GISAID,2654,505,19.0,Yes,Other,0,510,0.0
Luxembourg,LU,2021-50,GISAID,2773,742,26.8,Yes,AT.1,0,746,0.0
Luxembourg,LU,2021-50,GISAID,2773,742,26.8,Yes,AY.4.2,12,746,1.6
Luxembourg,LU,2021-50,GISAID,2773,742,26.8,Yes,B.1.1.529,57,746,7.6
Luxembourg,LU,2021-50,GISAID,2773,742,26.8,Yes,B.1.1.7,0,746,0.0
Luxembourg,LU,2021-50,GISAID,2773,742,26.8,Yes,B.1.1.7+E484K,0,746,0.0
Luxembourg,LU,2021-50,GISAID,2773,742,26.8,Yes,B.1.351,0,746,0.0
Luxembourg,LU,2021-50,GISAID,2773,742,26.8,Yes,B.1.427/B.1.429,0,746,0.0
Luxembourg,LU,2021-50,GISAID,2773,742,26.8,Yes,B.1.525,0,746,0.0
Luxembourg,LU,2021-50,GISAID,2773,742,26.8,Yes,B.1.526,0,746,0.0
Luxembourg,LU,2021-50,GISAID,2773,742,26.8,Yes,B.1.616,0,746,0.0
Luxembourg,LU,2021-50,GISAID,2773,742,26.8,Yes,B.1.617,0,746,0.0
Luxembourg,LU,2021-50,GISAID,2773,742,26.8,Yes,B.1.617.1,0,746,0.0
Luxembourg,LU,2021-50,GISAID,2773,742,26.8,Yes,B.1.617.2,677,746,90.8
Luxembourg,LU,2021-50,GISAID,2773,742,26.8,Yes,B.1.617.3,0,746,0.0
Luxembourg,LU,2021-50,GISAID,2773,742,26.8,Yes,B.1.620,0,746,0.0
Luxembourg,LU,2021-50,GISAID,2773,742,26.8,Yes,B.1.621,0,746,0.0
Luxembourg,LU,2021-50,GISAID,2773,742,26.8,Yes,B.1.640,0,746,0.0
Luxembourg,LU,2021-50,GISAID,2773,742,26.8,Yes,C.1.2,0,746,0.0
Luxembourg,LU,2021-50,GISAID,2773,742,26.8,Yes,C.37,0,746,0.0
Luxembourg,LU,2021-50,GISAID,2773,742,26.8,Yes,P.1,0,746,0.0
Luxembourg,LU,2021-50,GISAID,2773,742,26.8,Yes,P.3,0,746,0.0
Luxembourg,LU,2021-50,GISAID,2773,742,26.8,Yes,UNK,0,,
Luxembourg,LU,2021-50,GISAID,2773,742,26.8,Yes,Other,0,746,0.0
Luxembourg,LU,2021-51,GISAID,2692,444,16.5,Yes,AT.1,0,445,0.0
Luxembourg,LU,2021-51,GISAID,2692,444,16.5,Yes,AY.4.2,3,445,0.7
Luxembourg,LU,2021-51,GISAID,2692,444,16.5,Yes,B.1.1.529,162,445,36.4
Luxembourg,LU,2021-51,GISAID,2692,444,16.5,Yes,B.1.1.7,0,445,0.0
Luxembourg,LU,2021-51,GISAID,2692,444,16.5,Yes,B.1.1.7+E484K,0,445,0.0
Luxembourg,LU,2021-51,GISAID,2692,444,16.5,Yes,B.1.351,0,445,0.0
Luxembourg,LU,2021-51,GISAID,2692,444,16.5,Yes,B.1.427/B.1.429,0,445,0.0
Luxembourg,LU,2021-51,GISAID,2692,444,16.5,Yes,B.1.525,0,445,0.0
Luxembourg,LU,2021-51,GISAID,2692,444,16.5,Yes,B.1.526,0,445,0.0
Luxembourg,LU,2021-51,GISAID,2692,444,16.5,Yes,B.1.616,0,445,0.0
Luxembourg,LU,2021-51,GISAID,2692,444,16.5,Yes,B.1.617,0,445,0.0
Luxembourg,LU,2021-51,GISAID,2692,444,16.5,Yes,B.1.617.1,0,445,0.0
Luxembourg,LU,2021-51,GISAID,2692,444,16.5,Yes,B.1.617.2,279,445,62.7
Luxembourg,LU,2021-51,GISAID,2692,444,16.5,Yes,B.1.617.3,0,445,0.0
Luxembourg,LU,2021-51,GISAID,2692,444,16.5,Yes,B.1.620,0,445,0.0
Luxembourg,LU,2021-51,GISAID,2692,444,16.5,Yes,B.1.621,0,445,0.0
Luxembourg,LU,2021-51,GISAID,2692,444,16.5,Yes,B.1.640,1,445,0.2
Luxembourg,LU,2021-51,GISAID,2692,444,16.5,Yes,C.1.2,0,445,0.0
Luxembourg,LU,2021-51,GISAID,2692,444,16.5,Yes,C.37,0,445,0.0
Luxembourg,LU,2021-51,GISAID,2692,444,16.5,Yes,P.1,0,445,0.0
Luxembourg,LU,2021-51,GISAID,2692,444,16.5,Yes,P.3,0,445,0.0
Luxembourg,LU,2021-51,GISAID,2692,444,16.5,Yes,UNK,0,,
Luxembourg,LU,2021-51,GISAID,2692,444,16.5,Yes,Other,0,445,0.0
Luxembourg,LU,2021-52,GISAID,5805,0,0.0,Yes,AT.1,0,0,
Luxembourg,LU,2021-52,GISAID,5805,0,0.0,Yes,AY.4.2,0,0,
Luxembourg,LU,2021-52,GISAID,5805,0,0.0,Yes,B.1.1.529,0,0,
Luxembourg,LU,2021-52,GISAID,5805,0,0.0,Yes,B.1.1.7,0,0,
Luxembourg,LU,2021-52,GISAID,5805,0,0.0,Yes,B.1.1.7+E484K,0,0,
Luxembourg,LU,2021-52,GISAID,5805,0,0.0,Yes,B.1.351,0,0,
Luxembourg,LU,2021-52,GISAID,5805,0,0.0,Yes,B.1.427/B.1.429,0,0,
Luxembourg,LU,2021-52,GISAID,5805,0,0.0,Yes,B.1.525,0,0,
Luxembourg,LU,2021-52,GISAID,5805,0,0.0,Yes,B.1.526,0,0,
Luxembourg,LU,2021-52,GISAID,5805,0,0.0,Yes,B.1.616,0,0,
Luxembourg,LU,2021-52,GISAID,5805,0,0.0,Yes,B.1.617,0,0,
Luxembourg,LU,2021-52,GISAID,5805,0,0.0,Yes,B.1.617.1,0,0,
Luxembourg,LU,2021-52,GISAID,5805,0,0.0,Yes,B.1.617.2,0,0,
Luxembourg,LU,2021-52,GISAID,5805,0,0.0,Yes,B.1.617.3,0,0,
Luxembourg,LU,2021-52,GISAID,5805,0,0.0,Yes,B.1.620,0,0,
Luxembourg,LU,2021-52,GISAID,5805,0,0.0,Yes,B.1.621,0,0,
Luxembourg,LU,2021-52,GISAID,5805,0,0.0,Yes,B.1.640,0,0,
Luxembourg,LU,2021-52,GISAID,5805,0,0.0,Yes,C.1.2,0,0,
Luxembourg,LU,2021-52,GISAID,5805,0,0.0,Yes,C.37,0,0,
Luxembourg,LU,2021-52,GISAID,5805,0,0.0,Yes,P.1,0,0,
Luxembourg,LU,2021-52,GISAID,5805,0,0.0,Yes,P.3,0,0,
Luxembourg,LU,2021-52,GISAID,5805,0,0.0,Yes,UNK,0,,
Luxembourg,LU,2021-52,GISAID,5805,0,0.0,Yes,Other,0,0,
Luxembourg,LU,2022-01,GISAID,10739,0,0.0,Yes,AT.1,0,0,
Luxembourg,LU,2022-01,GISAID,10739,0,0.0,Yes,AY.4.2,0,0,
Luxembourg,LU,2022-01,GISAID,10739,0,0.0,Yes,B.1.1.529,0,0,
Luxembourg,LU,2022-01,GISAID,10739,0,0.0,Yes,B.1.1.7,0,0,
Luxembourg,LU,2022-01,GISAID,10739,0,0.0,Yes,B.1.1.7+E484K,0,0,
Luxembourg,LU,2022-01,GISAID,10739,0,0.0,Yes,B.1.351,0,0,
Luxembourg,LU,2022-01,GISAID,10739,0,0.0,Yes,B.1.427/B.1.429,0,0,
Luxembourg,LU,2022-01,GISAID,10739,0,0.0,Yes,B.1.525,0,0,
Luxembourg,LU,2022-01,GISAID,10739,0,0.0,Yes,B.1.526,0,0,
Luxembourg,LU,2022-01,GISAID,10739,0,0.0,Yes,B.1.616,0,0,
Luxembourg,LU,2022-01,GISAID,10739,0,0.0,Yes,B.1.617,0,0,
Luxembourg,LU,2022-01,GISAID,10739,0,0.0,Yes,B.1.617.1,0,0,
Luxembourg,LU,2022-01,GISAID,10739,0,0.0,Yes,B.1.617.2,0,0,
Luxembourg,LU,2022-01,GISAID,10739,0,0.0,Yes,B.1.617.3,0,0,
Luxembourg,LU,2022-01,GISAID,10739,0,0.0,Yes,B.1.620,0,0,
Luxembourg,LU,2022-01,GISAID,10739,0,0.0,Yes,B.1.621,0,0,
Luxembourg,LU,2022-01,GISAID,10739,0,0.0,Yes,B.1.640,0,0,
Luxembourg,LU,2022-01,GISAID,10739,0,0.0,Yes,C.1.2,0,0,
Luxembourg,LU,2022-01,GISAID,10739,0,0.0,Yes,C.37,0,0,
Luxembourg,LU,2022-01,GISAID,10739,0,0.0,Yes,P.1,0,0,
Luxembourg,LU,2022-01,GISAID,10739,0,0.0,Yes,P.3,0,0,
Luxembourg,LU,2022-01,GISAID,10739,0,0.0,Yes,UNK,0,,
Luxembourg,LU,2022-01,GISAID,10739,0,0.0,Yes,Other,0,0,
Luxembourg,LU,2020-46,TESSy,3813,4,0.1,Yes,Other,4,4,100.0
Luxembourg,LU,2020-47,TESSy,3858,4,0.1,Yes,Other,4,4,100.0
Luxembourg,LU,2020-48,TESSy,3565,9,0.3,Yes,Other,9,9,100.0
Luxembourg,LU,2020-49,TESSy,3809,143,3.8,Yes,Other,143,143,100.0
Luxembourg,LU,2020-50,TESSy,3426,150,4.4,Yes,Other,150,150,100.0
Luxembourg,LU,2020-51,TESSy,2701,6,0.2,Yes,Other,6,6,100.0
Luxembourg,LU,2020-52,TESSy,1303,11,0.8,Yes,B.1.1.7,1,11,9.1
Luxembourg,LU,2020-52,TESSy,1303,11,0.8,Yes,Other,10,11,90.9
Luxembourg,LU,2020-53,TESSy,1159,19,1.6,Yes,B.1.1.7,7,19,36.8
Luxembourg,LU,2020-53,TESSy,1159,19,1.6,Yes,Other,12,19,63.2
Luxembourg,LU,2021-01,TESSy,1090,115,10.6,Yes,B.1.1.7,12,115,10.4
